,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
5573,86148,Kyeong-gi,4143.0,2,male,1933,6,1,religious,0,0,no_intention_to_work,85
5574,86156,Kyeong-gi,1424.0,1,female,1962,4,2,religious,0,0,no_intention_to_work,56
5575,86164,Kyeong-gi,1531.0,2,male,1942,6,1,non-religious,0,0,no_intention_to_work,76
5576,86172,Kyeong-gi,865.0,1,female,1955,4,2,religious,0,0,no_intention_to_work,63
5577,86180,Kyeong-gi,1271.0,1,male,1943,2,3,religious,0,0,no_intention_to_work,75
5578,86188,Kyong-buk,1124.0,1,female,1942,5,2,religious,0,0,no_intention_to_work,76
5579,86196,Kyong-buk,669.0,1,female,1946,3,2,religious,0,0,no_intention_to_work,72
5580,86204,Jeju,2337.0,2,male,1947,4,1,non-religious,882,2,employed,71
5581,86213,Jeju,1487.0,1,male,1937,4,2,religious,941,3,employed,81
5582,86221,Jeju,1335.0,2,female,1945,3,2,religious,0,0,house_worker,73
5583,86229,Jeju,1415.0,1,female,1932,3,2,religious,0,0,no_intention_to_work,86
5584,86250,Kyong-buk,1564.0,2,male,1936,3,1,religious,611,1,employed,82
5585,86260,Kyong-buk,545.0,1,female,1935,2,2,non-religious,0,0,giving_up_economic_activities,83
5586,86268,Jeju,721.0,1,female,1957,3,3,non-religious,0,0,no_intention_to_work,61
5587,86276,Jeju,3078.0,2,male,1954,3,1,non-religious,910,1,employed,64
5588,86284,Jeju,4891.0,3,female,1964,8,3,religious,254,1,employed,54
5589,86292,Jeju,7344.0,3,male,1955,8,1,non-religious,0,0,no_intention_to_work,63
5590,86300,Jeju,1593.0,2,male,1942,5,1,non-religious,429,9,employed,76
5591,86312,Jeju,1475.0,1,female,1941,3,2,non-religious,0,0,no_intention_to_work,77
5592,86320,Jeju,3166.0,1,male,1978,5,5,non-religious,799,2,employed,40
5593,86328,Jeju,12478.0,3,male,1962,4,3,non-religious,873,1,employed,56
5594,86336,Jeju,1381.0,2,male,1936,2,1,non-religious,611,1,employed,82
5595,86344,Jeju,2590.0,2,male,1947,3,1,non-religious,611,1,employed,71
5596,86352,Kyong-buk,3335.0,3,male,1963,5,1,non-religious,0,0,giving_up_economic_activities,55
5597,86365,Jeju,926.0,1,female,1942,3,2,religious,991,2,employed,76
5598,86373,Jeju,7033.0,4,male,1974,5,1,non-religious,852,1,employed,44
5599,86381,Jeju,5895.0,4,male,1971,5,1,non-religious,874,4,employed,47
5600,86389,Jeju,593.0,1,male,1945,5,3,non-religious,0,0,no_intention_to_work,73
5601,86397,Jeju,2304.0,2,male,1951,5,1,non-religious,941,9,employed,67
5602,86407,Jeju,1310.0,1,female,1951,3,2,non-religious,0,0,no_intention_to_work,67
5603,86415,Jeju,1238.0,2,female,1934,3,2,religious,0,0,no_intention_to_work,84
5604,86423,Jeju,7846.0,4,male,1978,4,1,non-religious,832,5,employed,40
5605,86431,Jeju,9523.0,2,male,1962,7,1,non-religious,312,10,employed,56
5606,86462,Jeju,2978.0,2,male,1957,3,1,non-religious,743,1,employed,61
5607,86470,Jeju,3129.0,4,male,1955,3,3,non-religious,910,2,employed,63
5608,86478,Kyeong-gi,1116.0,1,female,1939,3,2,religious,0,0,no_intention_to_work,79
5609,86486,Kyeong-gi,2322.0,2,female,1941,2,2,non-religious,0,0,giving_up_economic_activities,77
5610,86500,Kyeong-gi,1497.0,1,female,1929,2,2,religious,999,3,employed,89
5611,86508,Kyeong-gi,7882.0,4,male,1968,6,1,non-religious,235,3,employed,50
5612,86516,Kyong-buk,634.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
5613,86524,Chong-nam,5334.0,2,male,1958,5,1,non-religious,874,6,employed,60
5614,86532,Kyeong-gi,1455.0,1,female,1937,3,2,religious,0,0,no_intention_to_work,81
5615,86540,Kyeong-gi,1267.0,1,female,1932,2,2,religious,0,0,giving_up_economic_activities,86
5616,86548,Kyeong-gi,1959.0,2,male,1942,4,1,religious,0,0,no_intention_to_work,76
5617,86556,Kyeong-gi,7088.0,3,male,1967,6,1,religious,942,1,employed,51
5618,86566,Kyeong-gi,5785.0,4,male,1972,5,1,religious,832,3,employed,46
5619,86574,Kyeong-gi,959.0,1,female,1940,2,2,religious,941,3,employed,78
5620,86582,Gang-won & Chung-buk,2222.0,1,female,1943,3,2,non-religious,611,1,employed,75
5621,86590,Gang-won & Chung-buk,1196.0,2,male,1942,3,1,non-religious,0,0,no_intention_to_work,76
5622,86598,Gang-won & Chung-buk,1723.0,2,male,1960,7,5,non-religious,0,0,giving_up_economic_activities,58
5623,86606,Gang-won & Chung-buk,1427.0,1,female,1960,3,3,religious,0,0,no_intention_to_work,58
5624,86617,Gang-won & Chung-buk,1440.0,1,male,1941,4,2,non-religious,941,10,employed,77
5625,86625,Gang-won & Chung-buk,5665.0,1,male,1980,8,5,non-religious,252,10,employed,38
5626,86630,Gang-won & Chung-buk,1509.0,2,male,1927,2,1,religious,0,0,no_intention_to_work,91
5627,86638,Jeju,770.0,1,female,1941,3,2,religious,0,0,no_intention_to_work,77
5628,86646,Gang-won & Chung-buk,6343.0,2,male,1966,7,1,non-religious,159,6,employed,52
5629,86661,Seoul,4542.0,3,male,1948,4,1,religious,611,1,employed,70
5630,86669,Seoul,12504.0,4,male,1971,5,1,religious,892,2,employed,47
5631,86684,Seoul,10253.0,4,male,1965,7,1,religious,231,1,employed,53
5632,86693,Seoul,8561.0,4,male,1970,4,1,religious,799,3,employed,48
5633,86703,Gang-won & Chung-buk,1985.0,1,male,1952,5,3,religious,0,0,no_intention_to_work,66
5634,86720,Gang-won & Chung-buk,4805.0,2,male,1957,4,1,non-religious,611,1,employed,61
5635,86729,Gang-won & Chung-buk,5382.0,2,male,1951,4,1,non-religious,611,1,employed,67
5636,86738,Seoul,920.0,1,female,1943,4,1,religious,0,0,no_intention_to_work,75
5637,86750,Gang-won & Chung-buk,2284.0,1,female,1936,4,2,non-religious,952,1,employed,82
5638,86758,Gang-won & Chung-buk,1545.0,1,female,1945,3,2,religious,0,0,giving_up_economic_activities,73
5639,86766,Gang-won & Chung-buk,1013.0,1,male,1951,2,3,religious,0,0,no_intention_to_work,67
5640,86774,Gang-won & Chung-buk,856.0,1,female,1932,2,2,religious,0,0,no_intention_to_work,86
5641,86782,Gang-won & Chung-buk,1730.0,3,male,1960,3,3,non-religious,314,3,employed,58
5642,86787,Gang-won & Chung-buk,6559.0,2,male,1972,5,1,non-religious,873,9,employed,46
5643,86796,Kyeong-gi,1468.0,2,male,1935,5,1,religious,0,0,no_intention_to_work,83
5644,86807,Kyeong-gi,2022.0,1,female,1942,2,3,non-religious,941,7,employed,76
5645,86816,Kyeong-gi,3293.0,2,male,1933,7,1,religious,0,0,no_intention_to_work,85
5646,86831,Kyeong-gi,1303.0,1,male,1947,5,3,non-religious,0,0,no_intention_to_work,71
5647,86844,Kyeong-gi,5415.0,2,male,1988,5,5,non-religious,312,2,employed,30
5648,86852,Kyeong-gi,3230.0,3,female,1953,3,3,non-religious,0,0,no_intention_to_work,65
5649,86860,Gang-won & Chung-buk,2205.0,2,male,1942,7,1,religious,0,0,giving_up_economic_activities,76
5650,86868,Gang-won & Chung-buk,1992.0,1,female,1939,2,2,religious,0,0,no_intention_to_work,79
5651,86876,Gang-won & Chung-buk,1224.0,1,female,1955,3,3,religious,999,5,employed,63
5652,86880,Gang-won & Chung-buk,3797.0,3,male,1979,5,1,religious,782,2,employed,39
5653,86888,Kyong-buk,1523.0,2,male,1964,2,1,religious,0,0,no_intention_to_work,54
5654,86896,Jeju,13326.0,2,male,1967,5,1,religious,799,10,employed,51
5655,86904,Jeju,5106.0,4,male,1973,7,1,non-religious,521,1,employed,45
5656,86913,Jeju,873.0,1,female,1945,3,2,religious,0,0,no_intention_to_work,73
5657,86936,Jeju,7083.0,4,male,1977,7,1,non-religious,312,10,employed,41
5658,86944,Chong-nam,3690.0,2,male,1984,7,1,religious,0,0,employed,34
5659,86945,Chong-nam,3967.2,3,male,1987,5,5,religious,953,1,employed,31
5660,86953,Jeju,9595.0,4,male,1959,4,1,non-religious,630,1,employed,59
5661,86967,Jeju,4172.0,2,male,1959,4,1,religious,0,0,no_intention_to_work,59
5662,86980,Jeju,2815.0,2,male,1952,4,1,religious,730,1,employed,66
5663,86988,Seoul,7204.0,3,male,1959,4,1,religious,921,2,employed,59
5664,86996,Seoul,1172.0,1,female,1944,3,2,non-religious,0,0,no_intention_to_work,74
5665,87011,Kyeong-gi,6036.0,2,male,1956,8,1,religious,0,0,giving_up_economic_activities,62
5666,87016,Seoul,1589.0,2,male,1942,4,1,religious,0,0,no_intention_to_work,76
5667,87024,Seoul,8056.0,4,male,1974,7,1,non-religious,510,3,employed,44
5668,87032,Seoul,5272.0,4,male,1966,7,1,religious,0,0,giving_up_economic_activities,52
5669,87040,Gang-won & Chung-buk,2431.0,2,female,1943,2,4,non-religious,0,0,no_intention_to_work,75
5670,87048,Gang-won & Chung-buk,11829.0,5,male,1967,7,1,non-religious,532,1,employed,51
5671,87056,Gang-won & Chung-buk,3302.0,2,male,1942,4,1,non-religious,611,1,employed,76
5672,87064,Gang-won & Chung-buk,1814.0,1,female,1944,3,2,religious,429,7,employed,74
5673,87073,Gang-won & Chung-buk,1352.0,1,female,1939,3,2,non-religious,999,7,employed,79
5674,87081,Kyeong-gi,1265.0,2,male,1932,2,1,religious,0,0,no_intention_to_work,86
5675,87089,Kyeong-gi,2797.0,1,male,1961,5,3,non-religious,799,1,employed,57
5676,87098,Gang-won & Chung-buk,4896.0,2,male,1951,5,1,religious,941,4,employed,67
5677,87107,Gang-won & Chung-buk,1596.0,1,female,1932,2,1,religious,0,0,giving_up_economic_activities,86
5678,87115,Gang-won & Chung-buk,6354.0,5,male,1969,7,1,non-religious,0,0,giving_up_economic_activities,49
5679,87123,Gang-won & Chung-buk,1054.0,1,female,1945,3,2,non-religious,0,0,no_intention_to_work,73
5680,87139,Gang-won & Chung-buk,3353.0,2,male,1928,3,1,non-religious,0,0,no_intention_to_work,90
5681,87147,Gang-won & Chung-buk,745.0,1,female,1948,3,2,religious,0,0,giving_up_economic_activities,70
5682,87155,Kyeong-gi,5100.0,5,female,1959,4,2,religious,0,0,giving_up_economic_activities,59
5683,87167,Kyeong-gi,1122.0,1,female,1942,3,3,religious,0,0,giving_up_economic_activities,76
5684,87175,Chong-nam,1444.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
5685,87184,Jeju,4967.0,3,male,1971,5,3,non-religious,874,1,employed,47
5686,87192,Chong-nam,1692.0,2,male,1955,3,1,religious,0,0,no_intention_to_work,63
5687,87201,Seoul,1204.0,1,female,1955,4,2,non-religious,441,1,employed,63
5688,87203,Kyeong-gi,4698.0,4,male,1980,5,1,religious,875,1,employed,38
5689,87217,Jeju,1039.0,1,female,1938,2,2,non-religious,941,9,employed,80
5690,87225,Jeju,802.0,1,female,1935,4,2,non-religious,941,9,employed,83
5691,87233,Jeju,1058.0,1,male,1951,4,5,non-religious,0,0,no_intention_to_work,67
5692,87241,Jeju,846.0,1,female,1939,3,2,non-religious,0,0,no_intention_to_work,79
5693,87249,Jeju,5143.0,1,female,1962,9,5,non-religious,243,10,employed,56
5694,87257,Jeju,11635.0,2,male,1960,8,1,religious,313,5,employed,58
5695,87258,Jeju,3156.0,1,male,1994,7,5,religious,0,0,prepare_to_apply_job,24
5696,87266,Jeju,1577.0,2,male,1943,3,1,non-religious,429,3,employed,75
5697,87274,Jeju,2025.0,2,female,1954,3,2,non-religious,0,0,no_intention_to_work,64
5698,87282,Jeju,1609.0,1,male,1947,4,2,religious,313,1,employed,71
5699,87290,Jeju,963.0,1,female,1942,3,2,non-religious,611,1,employed,76
5700,87300,Jeju,483.0,1,female,1932,2,2,non-religious,0,0,no_intention_to_work,86
5701,87314,Jeju,3242.0,2,male,1952,4,1,religious,611,1,employed,66
5702,87322,Jeju,950.0,1,female,1947,3,2,non-religious,941,10,employed,71
5703,87330,Kyong-buk,3670.0,2,male,1946,5,1,religious,521,4,employed,72
5704,87338,Jeju,2977.0,3,male,1946,4,1,religious,0,0,giving_up_economic_activities,72
5705,87351,Jeju,15246.0,2,male,1966,6,1,religious,411,10,employed,52
5706,87359,Seoul,661.0,1,female,1934,2,2,non-religious,0,0,no_intention_to_work,84
5707,87372,Seoul,9668.0,3,male,1965,7,1,non-religious,245,9,employed,53
5708,87380,Seoul,3700.0,2,female,1960,4,1,religious,941,1,employed,58
5709,87388,Seoul,2506.0,1,female,1932,4,2,non-religious,0,0,no_intention_to_work,86
5710,87398,Seoul,1723.0,1,female,1979,6,5,non-religious,399,2,employed,39
5711,87419,Seoul,6649.0,4,male,1976,8,1,non-religious,312,7,employed,42
5712,87427,Gang-won & Chung-buk,754.0,1,female,1930,2,2,non-religious,0,0,no_intention_to_work,88
5713,87435,Gang-won & Chung-buk,2028.0,2,male,1941,3,1,religious,0,0,no_intention_to_work,77
5714,87443,Gang-won & Chung-buk,1064.0,1,female,1944,5,3,religious,0,0,no_intention_to_work,74
5715,87451,Gang-won & Chung-buk,1517.0,1,male,1943,4,2,non-religious,941,1,employed,75
5716,87461,Gang-won & Chung-buk,6281.0,2,male,1961,7,1,religious,231,5,employed,57
5717,87465,Kyeong-gi,3353.0,2,female,1991,7,5,non-religious,311,10,employed,27
5718,87481,Gang-won & Chung-buk,1069.0,2,male,1947,7,1,non-religious,941,7,employed,71
5719,87489,Gang-won & Chung-buk,3224.0,2,male,1960,4,1,non-religious,910,1,employed,58
5720,87497,Gang-won & Chung-buk,2593.0,2,male,1945,3,1,religious,952,1,employed,73
5721,87505,Gang-won & Chung-buk,1061.0,1,female,1944,3,2,religious,0,0,giving_up_economic_activities,74
5722,87513,Gang-won & Chung-buk,8204.0,2,male,1946,5,1,religious,282,2,employed,72
5723,87521,Gang-won & Chung-buk,1130.0,1,male,1946,7,2,non-religious,611,1,employed,72
5724,87529,Gang-won & Chung-buk,1443.0,2,male,1934,4,1,non-religious,0,0,no_intention_to_work,84
5725,87537,Gang-won & Chung-buk,1218.0,1,male,1940,3,2,religious,611,1,employed,78
5726,87545,Gang-won & Chung-buk,1910.0,2,female,1954,2,2,non-religious,0,0,no_intention_to_work,64
5727,87553,Chong-nam,4.0,1,male,1957,5,5,non-religious,0,0,employed,61
5728,87561,Kyeong-gi,4001.0,1,male,1956,5,3,non-religious,873,4,employed,62
5729,87569,Kyeong-gi,2964.0,2,male,1945,3,1,religious,922,10,employed,73
5730,87577,Kyeong-gi,1969.0,2,female,1974,5,3,religious,930,7,employed,44
5731,87585,Kyeong-gi,3018.0,2,female,1975,5,3,non-religious,442,1,employed,43
5732,87594,Kyeong-gi,3887.0,2,male,1952,5,1,non-religious,0,0,no_intention_to_work,66
5733,87602,Kyeong-gi,1577.0,2,male,1966,4,5,non-religious,0,0,no_intention_to_work,52
5734,87615,Jeju,778.0,1,female,1934,3,2,religious,941,9,employed,84
5735,87627,Chong-nam,14104.0,2,male,1958,8,1,religious,0,0,no_intention_to_work,60
5736,87635,Jeju,3184.0,2,male,1967,5,3,non-religious,761,3,employed,51
5737,87639,Kyeong-gi,30223.0,5,male,1969,5,1,non-religious,783,2,employed,49
5738,87647,Jeju,1676.0,2,male,1937,2,1,non-religious,611,1,employed,81
5739,87655,Jeju,2344.0,2,male,1940,3,1,religious,611,1,employed,78
5740,87667,Jeju,2400.0,4,male,1971,5,1,non-religious,922,1,employed,47
5741,87675,Jeju,9020.0,3,male,1980,7,1,non-religious,510,5,employed,38
5742,87678,Jeju,621.0,1,female,1956,5,3,religious,0,0,no_intention_to_work,62
5743,87686,Jeju,4402.0,2,male,1952,4,1,religious,0,0,no_intention_to_work,66
5744,87697,Jeju,849.0,1,female,1938,3,2,non-religious,429,9,employed,80
5745,87705,Jeju,1206.0,1,female,1942,2,2,non-religious,611,1,employed,76
5746,87720,Jeju,647.0,1,female,1934,3,2,religious,0,0,no_intention_to_work,84
5747,87730,Kyeong-gi,1633.0,2,male,1941,3,1,religious,0,0,no_intention_to_work,77
5748,87738,Jeju,2295.0,2,male,1938,3,1,non-religious,611,1,employed,80
5749,87746,Jeju,1390.0,1,female,1957,3,2,non-religious,611,1,employed,61
5750,87754,Kyoung-nam,3380.0,2,male,1971,7,1,non-religious,875,3,employed,47
5751,87771,Kyoung-nam,2829.0,5,male,1943,4,2,non-religious,630,1,employed,75
5752,87772,Seoul,2064.0,1,female,1998,5,5,non-religious,399,3,employed,20
5753,87784,Kyoung-nam,3325.0,3,female,1940,2,2,religious,0,0,giving_up_economic_activities,78
5754,87792,Kyoung-nam,271.0,1,female,1939,3,3,non-religious,0,0,giving_up_economic_activities,79
5755,87800,Seoul,534.0,1,female,1940,3,2,religious,0,0,no_intention_to_work,78
5756,87809,Seoul,769.0,1,male,1951,3,5,non-religious,0,0,no_intention_to_work,67
5757,87817,Seoul,1803.0,1,female,1964,5,3,non-religious,941,10,employed,54
5758,87825,Kyoung-nam,871.0,1,female,1942,3,2,religious,611,1,employed,76
5759,87833,Kyoung-nam,887.0,1,female,1936,3,2,religious,941,4,employed,82
5760,87841,Kyoung-nam,2715.0,3,male,1967,5,3,religious,942,3,employed,51
5761,87842,Kyoung-nam,2388.0,1,female,1996,5,5,non-religious,285,3,employed,22
5762,87850,Kyoung-nam,1898.0,2,male,1941,4,1,non-religious,611,1,employed,77
5763,87858,Kyoung-nam,2002.0,3,male,1953,3,1,religious,0,0,no_intention_to_work,65
5764,87866,Kyoung-nam,731.0,1,male,1934,3,2,religious,0,0,no_intention_to_work,84
5765,87874,Kyoung-nam,6592.0,2,female,1952,4,2,religious,432,1,employed,66
5766,87885,Kyoung-nam,8671.0,4,male,1981,5,1,non-religious,521,1,employed,37
5767,87893,Kyoung-nam,4835.0,2,female,1954,5,3,religious,0,0,no_intention_to_work,64
5768,87901,Kyoung-nam,2198.0,2,male,1943,3,1,religious,0,0,giving_up_economic_activities,75
5769,87909,Kyoung-nam,1402.0,1,female,1957,3,3,religious,0,0,giving_up_economic_activities,61
5770,87917,Kyoung-nam,2794.0,2,male,1941,5,1,religious,942,1,employed,77
5771,87925,Kyoung-nam,1444.0,1,female,1948,3,2,non-religious,0,0,giving_up_economic_activities,70
5772,87934,Kyoung-nam,3091.0,4,male,1967,5,1,religious,0,0,no_intention_to_work,51
5773,87942,Kyoung-nam,1458.0,2,male,1947,4,1,religious,0,0,giving_up_economic_activities,71
5774,87950,Kyoung-nam,3896.0,3,male,1959,7,1,religious,259,1,employed,59
5775,87960,Kyeong-gi,1268.0,1,male,1958,4,3,religious,0,0,employed,60
5776,87975,Kyeong-gi,6464.0,4,male,1976,5,1,non-religious,875,1,employed,42
5777,87988,Kyeong-gi,646.0,1,female,1947,5,2,non-religious,0,0,no_intention_to_work,71
5778,87996,Kyeong-gi,2854.0,2,male,1950,7,1,religious,942,3,employed,68
5779,88004,Kyeong-gi,2701.0,2,male,1934,7,1,religious,0,0,no_intention_to_work,84
5780,88012,Kyong-buk,678.0,1,female,1945,2,2,non-religious,0,0,no_intention_to_work,73
5781,88021,Kyong-buk,2062.0,2,male,1945,5,1,religious,0,0,no_intention_to_work,73
5782,88029,Kyong-buk,1673.0,1,female,1938,3,2,non-religious,0,0,no_intention_to_work,80
5783,88042,Kyong-buk,1344.0,1,female,1936,2,2,religious,0,0,no_intention_to_work,82
5784,88050,Kyeong-gi,2343.0,1,female,1966,5,3,religious,0,0,giving_up_economic_activities,52
5785,88058,Kyong-buk,6710.0,3,male,1962,5,1,non-religious,761,6,employed,56
5786,88066,Kyong-buk,3635.0,1,male,1972,5,3,non-religious,762,3,employed,46
5787,88074,Kyeong-gi,3617.0,4,male,1970,8,1,religious,248,1,employed,48
5788,88082,Kyong-buk,2181.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
5789,88090,Kyong-buk,671.0,1,female,1934,2,2,non-religious,941,5,employed,84
5790,88098,Kyeong-gi,8825.0,3,male,1955,8,1,religious,248,2,employed,63
5791,88100,Kyeong-gi,2403.0,1,male,1985,7,5,religious,0,0,prepare_for_school,33
5792,88109,Kyong-buk,2008.0,3,male,1943,3,1,non-religious,0,0,no_intention_to_work,75
5793,88119,Kyong-buk,1166.0,1,female,1938,2,2,religious,0,0,no_intention_to_work,80
5794,88127,Kyong-buk,534.0,1,male,1953,5,5,non-religious,0,0,no_intention_to_work,65
5795,88135,Kyong-buk,1143.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
5796,88143,Kyong-buk,5762.0,4,male,1975,7,1,non-religious,153,2,employed,43
5797,88151,Kyong-buk,4755.0,3,male,1964,4,1,religious,873,3,employed,54
5798,88152,Kyong-buk,6192.0,2,male,1988,6,1,religious,312,8,employed,30
5799,88165,Kyong-buk,1253.0,1,female,1940,2,2,religious,0,0,no_intention_to_work,78
5800,88175,Kyong-buk,3734.0,1,female,1959,5,2,religious,441,9,employed,59
5801,88177,Kyong-buk,7959.0,2,male,1987,7,1,non-religious,0,0,prepare_to_apply_job,31
5802,88185,Kyong-buk,5769.0,5,male,1974,6,1,religious,761,3,employed,44
5803,88193,Kyong-buk,1554.0,2,female,1941,4,3,religious,0,0,no_intention_to_work,77
5804,88201,Kyoung-nam,695.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
5805,88209,Kyong-buk,1266.0,2,female,1943,3,1,religious,0,0,nursing,75
5806,88217,Seoul,9181.0,5,female,1966,5,3,religious,999,1,employed,52
5807,88225,Kyong-buk,1017.0,2,male,1931,4,1,non-religious,0,0,not_capable,87
5808,88233,Kyong-buk,7161.0,4,male,1977,7,1,religious,320,10,employed,41
5809,88241,Kyong-buk,1946.0,2,male,1942,4,1,religious,0,0,no_intention_to_work,76
5810,88249,Kyong-buk,1678.0,1,female,1943,3,2,religious,429,7,employed,75
5811,88257,Kyong-buk,1365.0,1,female,1944,4,2,religious,0,0,no_intention_to_work,74
5812,88265,Kyoung-nam,809.0,1,female,1923,2,2,religious,0,0,no_intention_to_work,95
5813,88273,Kyoung-nam,1226.0,1,male,1981,5,5,non-religious,0,0,not_capable,37
5814,88281,Seoul,1154.0,1,female,1939,7,2,religious,0,0,no_intention_to_work,79
5815,88289,Kyoung-nam,1139.0,1,female,1931,3,2,religious,0,0,no_intention_to_work,87
5816,88297,Kyoung-nam,3548.0,1,male,1971,6,5,religious,922,2,employed,47
5817,88305,Kyoung-nam,3363.0,4,male,1973,6,1,religious,874,1,employed,45
5818,88313,Kyoung-nam,2771.0,1,female,1934,3,2,religious,0,0,giving_up_economic_activities,84
5819,88326,Kyoung-nam,1061.0,1,female,1934,3,2,non-religious,0,0,giving_up_economic_activities,84
5820,88334,Kyoung-nam,1531.0,1,female,1936,3,2,religious,0,0,no_intention_to_work,82
5821,88342,Kyoung-nam,1245.0,1,female,1936,3,2,religious,0,0,no_intention_to_work,82
5822,88350,Kyoung-nam,1331.0,2,female,1943,3,2,religious,0,0,giving_up_economic_activities,75
5823,88358,Kyoung-nam,5451.0,4,male,1977,7,1,religious,751,1,employed,41
